Source,Target,Type
L13734,143,undirected
L13735,143,undirected
L13736,143,undirected
L13737,143,undirected
L13738,143,undirected
L13739,143,undirected
L13740,143,undirected
L13741,143,undirected
L351,143,undirected
L13742,143,undirected
L13743,143,undirected
L13744,143,undirected
L13745,143,undirected
L13746,143,undirected
L4642,143,undirected
L13747,143,undirected
L13748,143,undirected
L13749,143,undirected
L13750,143,undirected
L9107,143,undirected
L13751,143,undirected
L330,143,undirected
L13752,143,undirected
L13753,143,undirected
L11009,143,undirected
L5351,143,undirected
L10207,143,undirected
L9668,143,undirected
L13754,143,undirected
L13755,143,undirected
L13756,143,undirected
L13757,143,undirected
L3887,143,undirected
L13758,143,undirected
L13759,143,undirected
L5112,143,undirected
L13760,143,undirected
L4669,143,undirected
L5104,143,undirected
L8456,143,undirected
L13761,143,undirected
L11487,143,undirected
L13762,143,undirected
L3745,143,undirected
L9667,143,undirected
L2756,143,undirected
L666,143,undirected
L13763,143,undirected
L13764,143,undirected
L13765,143,undirected
L6638,143,undirected
L3462,143,undirected
L13766,143,undirected
L13767,143,undirected
L2946,143,undirected
L13768,143,undirected
L13769,143,undirected
L3671,143,undirected
L13770,143,undirected
L2766,143,undirected
L5520,143,undirected
L13771,143,undirected
L13772,143,undirected
L13773,143,undirected
L13774,143,undirected
L13775,143,undirected
L3527,143,undirected
L13776,143,undirected
L13777,143,undirected
L13778,143,undirected
L13779,143,undirected
L13780,143,undirected
L13781,143,undirected
L5822,143,undirected
L13782,143,undirected
L13783,143,undirected
L13784,143,undirected
L2137,143,undirected
L3934,143,undirected
L6353,143,undirected
L3746,143,undirected
L9645,143,undirected
L3103,143,undirected
L1615,143,undirected
L13785,143,undirected
L13786,143,undirected
L13787,143,undirected
L2714,143,undirected
L13788,143,undirected
L13789,143,undirected
L13790,143,undirected
L13791,143,undirected
L13792,143,undirected
L5747,143,undirected
L8516,143,undirected
L13793,143,undirected
L13794,143,undirected
L7256,143,undirected
L13795,143,undirected
L13796,143,undirected
L13797,143,undirected
L13798,143,undirected
L13799,143,undirected
L3146,143,undirected
L11332,143,undirected
L2226,143,undirected
L1851,143,undirected
L13800,143,undirected
L6367,143,undirected
L13801,143,undirected
L13802,143,undirected
L13803,143,undirected
L335,143,undirected
L13804,143,undirected
L13805,143,undirected
L13806,143,undirected
L545,143,undirected
L13807,143,undirected
L13808,143,undirected
L13809,143,undirected
L7927,143,undirected
L13810,143,undirected
L6625,143,undirected
L5298,143,undirected
L13811,143,undirected
L13812,143,undirected
L13813,143,undirected
L13814,143,undirected
L1329,143,undirected
L13815,143,undirected
L13816,143,undirected
L5926,143,undirected
L1722,143,undirected
L13817,143,undirected
L4626,143,undirected
L13818,143,undirected
L13819,143,undirected
L13820,143,undirected
L13821,143,undirected
L10222,143,undirected
L13822,143,undirected
L6660,143,undirected
L13823,143,undirected
L5263,143,undirected
L13824,143,undirected
L3488,143,undirected
L9210,143,undirected
L13825,143,undirected
L13826,143,undirected
L8242,143,undirected
L3706,143,undirected
L13827,143,undirected
L13828,143,undirected
L10116,143,undirected
L2342,143,undirected
L5804,143,undirected
L3837,143,undirected
L13829,143,undirected
L13830,143,undirected
L1815,143,undirected
L13831,143,undirected
L3853,143,undirected
L13832,143,undirected
L13833,143,undirected
L13834,143,undirected
L13835,143,undirected
L3653,143,undirected
L1386,143,undirected
L3711,143,undirected
L9669,143,undirected
L13836,143,undirected
L13837,143,undirected
L13838,143,undirected
L13839,143,undirected
L13840,143,undirected
L13841,143,undirected
L362,143,undirected
L13842,143,undirected
L13843,143,undirected
L13844,143,undirected
L13845,143,undirected
L13846,143,undirected
L13847,143,undirected
L13848,143,undirected
L3085,143,undirected
L13849,143,undirected
L13850,143,undirected
L4454,143,undirected
L422,143,undirected
L13851,143,undirected
L13852,143,undirected
L13853,143,undirected
L12396,143,undirected
L13854,143,undirected
L4523,143,undirected
L13855,143,undirected
L13856,143,undirected
L2935,143,undirected
L13857,143,undirected
L3640,143,undirected
L13858,143,undirected
L13859,143,undirected
L13860,143,undirected
L13861,143,undirected
L13862,143,undirected
L13863,143,undirected
L13864,143,undirected
L13865,143,undirected
L13866,143,undirected
L13867,143,undirected
L9225,143,undirected
L9534,143,undirected
L13868,143,undirected
L13869,143,undirected
L13870,143,undirected
L6578,143,undirected
L13871,143,undirected
L4001,143,undirected
L13872,143,undirected
L13873,143,undirected
L13874,143,undirected
L13875,143,undirected
L13876,143,undirected
L12314,143,undirected
L13877,143,undirected
L13878,143,undirected
L13879,143,undirected
L13880,143,undirected
L13881,143,undirected
L13882,143,undirected
L13883,143,undirected
L13884,143,undirected
L3347,143,undirected
L13885,143,undirected
L424,143,undirected
L13886,143,undirected
L13887,143,undirected
L297,143,undirected
L198,143,undirected
L13888,143,undirected
L13889,143,undirected
L13890,143,undirected
L13891,143,undirected
L1768,143,undirected
L13892,143,undirected
L11568,143,undirected
L8972,143,undirected
L13893,143,undirected
L13894,143,undirected
L13895,143,undirected
L224,143,undirected
L3480,143,undirected
L2495,143,undirected
L2971,143,undirected
L13896,143,undirected
L1766,143,undirected
L13897,143,undirected
L13898,143,undirected
L13899,143,undirected
L13900,143,undirected
L13901,143,undirected
L13902,143,undirected
L10228,143,undirected
L5240,143,undirected
L13903,143,undirected
L13904,143,undirected
L13905,143,undirected
L13906,143,undirected
L13907,143,undirected
L13908,143,undirected
L13909,143,undirected
L1772,143,undirected
L13910,143,undirected
L2961,143,undirected
L13911,143,undirected
L1219,143,undirected
L8166,143,undirected
L13912,143,undirected
L13913,143,undirected
L13914,143,undirected
L13915,143,undirected
L13916,143,undirected
L9705,143,undirected
L13917,143,undirected
L13918,143,undirected
L3479,143,undirected
L8577,143,undirected
L13919,143,undirected
L13920,143,undirected
L13921,143,undirected
L13922,143,undirected
L13923,143,undirected
L13924,143,undirected
L13925,143,undirected
L8267,143,undirected
L1834,143,undirected
L13926,143,undirected
L4049,143,undirected
L8500,143,undirected
L5059,143,undirected
L2975,143,undirected
L3211,143,undirected
L8277,143,undirected
L249,143,undirected
L9111,143,undirected
L13927,143,undirected
L13928,143,undirected
L13929,143,undirected
L13930,143,undirected
L350,143,undirected
L13931,143,undirected
L13932,143,undirected
L13933,143,undirected
L13934,143,undirected
L3835,143,undirected
L13935,143,undirected
L13936,143,undirected
L13937,143,undirected
L564,143,undirected
L13938,143,undirected
L13939,143,undirected
L13940,143,undirected
L11886,143,undirected
L13941,143,undirected
L13942,143,undirected
L13943,143,undirected
L13944,143,undirected
L13945,143,undirected
L9585,143,undirected
L9583,143,undirected
L3492,143,undirected
L13946,143,undirected
L13947,143,undirected
L4529,143,undirected
L13948,143,undirected
L8153,143,undirected
L13949,143,undirected
L13950,143,undirected
L13951,143,undirected
L13952,143,undirected
L8602,143,undirected
L13953,143,undirected
L3789,143,undirected
L13954,143,undirected
L13955,143,undirected
L13956,143,undirected
L13957,143,undirected
L13958,143,undirected
L13959,143,undirected
L13960,143,undirected
L13961,143,undirected
L13962,143,undirected
L13963,143,undirected
L1148,143,undirected
L13964,143,undirected
L13965,143,undirected
L11949,143,undirected
L11508,143,undirected
L13966,143,undirected
L13967,143,undirected
L13968,143,undirected
L13969,143,undirected
L13970,143,undirected
L13971,143,undirected
L7597,143,undirected
L2936,143,undirected
L2035,143,undirected
L13972,143,undirected
L13973,143,undirected
L13974,143,undirected
L9513,143,undirected
L3996,143,undirected
L9621,143,undirected
L11941,143,undirected
L13975,143,undirected
L13976,143,undirected
L13977,143,undirected
L9514,143,undirected
L13978,143,undirected
L652,143,undirected
L13979,143,undirected
L13980,143,undirected
L13981,143,undirected
L13982,143,undirected
L13983,143,undirected
L960,143,undirected
L13984,143,undirected
L8421,143,undirected
L45,143,undirected
L13985,143,undirected
L13986,143,undirected
L9181,143,undirected
L7132,143,undirected
L13987,143,undirected
L13988,143,undirected
L13989,143,undirected
L227,143,undirected
L13990,143,undirected
L3905,143,undirected
L13991,143,undirected
L13992,143,undirected
L13993,143,undirected
L13994,143,undirected
L13995,143,undirected
L13996,143,undirected
L9554,143,undirected
L13997,143,undirected
L9619,143,undirected
L13998,143,undirected
L13999,143,undirected
L14000,143,undirected
L14001,143,undirected
L5832,143,undirected
L14002,143,undirected
L14003,143,undirected
L14004,143,undirected
L3921,143,undirected
L14005,143,undirected
L14006,143,undirected
L14007,143,undirected
L14008,143,undirected
L9566,143,undirected
L14009,143,undirected
L14010,143,undirected
L3672,143,undirected
L9515,143,undirected
L14011,143,undirected
L14012,143,undirected
L9245,143,undirected
L37,143,undirected
L14013,143,undirected
L14014,143,undirected
L8121,143,undirected
L14015,143,undirected
L1628,143,undirected
L10258,143,undirected
L8571,143,undirected
L1077,143,undirected
L1842,143,undirected
L7147,143,undirected
L3155,143,undirected
L121,143,undirected
L4008,143,undirected
L2979,143,undirected
L680,143,undirected
L677,143,undirected
L3154,143,undirected
L195,143,undirected
L3696,143,undirected
L14016,143,undirected
L7715,143,undirected
L14017,143,undirected
L14018,143,undirected
L14019,143,undirected
L14020,143,undirected
L14021,143,undirected
L14022,143,undirected
L12424,143,undirected
L8771,143,undirected
L14023,143,undirected
L12524,143,undirected
L14024,143,undirected
L882,143,undirected
L14025,143,undirected
L14026,143,undirected
L14027,143,undirected
L6335,143,undirected
L4106,143,undirected
L5262,143,undirected
L14028,143,undirected
L14029,143,undirected
L14030,143,undirected
L14031,143,undirected
L3073,143,undirected
L3641,143,undirected
L14032,143,undirected
L14033,143,undirected
L14034,143,undirected
L14035,143,undirected
L10921,143,undirected
L14036,143,undirected
L14037,143,undirected
L14038,143,undirected
L14039,143,undirected
L7998,143,undirected
L3,143,undirected
L14040,143,undirected
L14041,143,undirected
L14042,143,undirected
L14043,143,undirected
L14044,143,undirected
L11900,143,undirected
L14045,143,undirected
L14046,143,undirected
L14047,143,undirected
L5862,143,undirected
L4105,143,undirected
L14048,143,undirected
L3654,143,undirected
L14049,143,undirected
L14050,143,undirected
L2184,143,undirected
L3710,143,undirected
L14051,143,undirected
L14052,143,undirected
L14053,143,undirected
L2253,143,undirected
L14054,143,undirected
L14055,143,undirected
L14056,143,undirected
L3747,143,undirected
L14057,143,undirected
L14058,143,undirected
L14059,143,undirected
L14060,143,undirected
L14061,143,undirected
L14062,143,undirected
L14063,143,undirected
L11447,143,undirected
L13125,143,undirected
L14064,143,undirected
L5772,143,undirected
L14065,143,undirected
L3991,143,undirected
L14066,143,undirected
L14067,143,undirected
L14068,143,undirected
L6964,143,undirected
L11163,143,undirected
L14069,143,undirected
L2076,143,undirected
L14070,143,undirected
L14071,143,undirected
L14072,143,undirected
L14073,143,undirected
L14074,143,undirected
L14075,143,undirected
L14076,143,undirected
L11932,143,undirected
L14077,143,undirected
L14078,143,undirected
L1940,143,undirected
L2241,143,undirected
L5840,143,undirected
L14079,143,undirected
L606,143,undirected
L14080,143,undirected
L3583,143,undirected
L14081,143,undirected
L14082,143,undirected
L14083,143,undirected
L14084,143,undirected
L14085,143,undirected
L14086,143,undirected
L14087,143,undirected
L14088,143,undirected
L3970,143,undirected
L14089,143,undirected
L14090,143,undirected
L14091,143,undirected
L14092,143,undirected
L14093,143,undirected
L11985,143,undirected
L14094,143,undirected
L9787,143,undirected
L14095,143,undirected
L14096,143,undirected
L14097,143,undirected
L5863,143,undirected
L3358,143,undirected
L14098,143,undirected
L14099,143,undirected
L14100,143,undirected
L14101,143,undirected
L14102,143,undirected
L2551,143,undirected
L14103,143,undirected
L14104,143,undirected
L14105,143,undirected
L14106,143,undirected
L14107,143,undirected
L7872,143,undirected
L14108,143,undirected
L3704,143,undirected
L3953,143,undirected
L8811,143,undirected
L14109,143,undirected
L9615,143,undirected
L14110,143,undirected
L14111,143,undirected
L14112,143,undirected
L14113,143,undirected
L2080,143,undirected
L535,143,undirected
L14114,143,undirected
L7942,143,undirected
L14115,143,undirected
L1965,143,undirected
L7140,143,undirected
L10260,143,undirected
L14116,143,undirected
L597,143,undirected
L14117,143,undirected
L14118,143,undirected
L14119,143,undirected
L14120,143,undirected
L14121,143,undirected
L14122,143,undirected
L14123,143,undirected
L14124,143,undirected
L14125,143,undirected
L14126,143,undirected
L14127,143,undirected
L14128,143,undirected
L14129,143,undirected
L14130,143,undirected
L14131,143,undirected
L5393,143,undirected
L14132,143,undirected
L9775,143,undirected
L14133,143,undirected
L14134,143,undirected
L14135,143,undirected
L14136,143,undirected
L14137,143,undirected
L3478,143,undirected
L14138,143,undirected
L14139,143,undirected
L14140,143,undirected
L14141,143,undirected
L14142,143,undirected
L5550,143,undirected
L4128,143,undirected
L14143,143,undirected
L14144,143,undirected
L14145,143,undirected
L14146,143,undirected
L14147,143,undirected
L14148,143,undirected
L8823,143,undirected
L14149,143,undirected
L14150,143,undirected
L14151,143,undirected
L14152,143,undirected
L14153,143,undirected
L14154,143,undirected
L14155,143,undirected
L14156,143,undirected
L14157,143,undirected
L3495,143,undirected
L14158,143,undirected
L14159,143,undirected
L14160,143,undirected
L14161,143,undirected
L3469,143,undirected
L604,143,undirected
L14162,143,undirected
L14163,143,undirected
L14164,143,undirected
L14165,143,undirected
L217,143,undirected
L7985,143,undirected
L14166,143,undirected
L14167,143,undirected
L14168,143,undirected
L14169,143,undirected
L14170,143,undirected
L14171,143,undirected
L14172,143,undirected
L14173,143,undirected
L3143,143,undirected
L14174,143,undirected
L685,143,undirected
L2167,143,undirected
L14175,143,undirected
L14176,143,undirected
L14177,143,undirected
L14178,143,undirected
L14179,143,undirected
L14180,143,undirected
L10306,143,undirected
L14181,143,undirected
L14182,143,undirected
L3943,143,undirected
L14183,143,undirected
L14184,143,undirected
L14185,143,undirected
L14186,143,undirected
L14187,143,undirected
L14188,143,undirected
L14189,143,undirected
L3867,143,undirected
L14190,143,undirected
L14191,143,undirected
L3852,143,undirected
L14192,143,undirected
L14193,143,undirected
L14194,143,undirected
L14195,143,undirected
L14196,143,undirected
L14197,143,undirected
L14198,143,undirected
L14199,143,undirected
L14200,143,undirected
L14201,143,undirected
L2534,143,undirected
L14202,143,undirected
L14203,143,undirected
L14204,143,undirected
L14205,143,undirected
L14206,143,undirected
L14207,143,undirected
L14208,143,undirected
L14209,143,undirected
L14210,143,undirected
L14211,143,undirected
L14212,143,undirected
L14213,143,undirected
L14214,143,undirected
L2718,143,undirected
L14215,143,undirected
L14216,143,undirected
L3883,143,undirected
L14217,143,undirected
L14218,143,undirected
L14219,143,undirected
L14220,143,undirected
L9993,143,undirected
L4011,143,undirected
L2755,143,undirected
L14221,143,undirected
L14222,143,undirected
L14223,143,undirected
L12835,143,undirected
L14224,143,undirected
L14225,143,undirected
L14226,143,undirected
L14227,143,undirected
L14228,143,undirected
L14229,143,undirected
L14230,143,undirected
L14231,143,undirected
L14232,143,undirected
L14233,143,undirected
L14234,143,undirected
L14235,143,undirected
L14236,143,undirected
L14237,143,undirected
L14238,143,undirected
L2175,143,undirected
L14239,143,undirected
L14240,143,undirected
L14241,143,undirected
L14242,143,undirected
L14243,143,undirected
L14244,143,undirected
L14245,143,undirected
L14246,143,undirected
L14247,143,undirected
L14248,143,undirected
L14249,143,undirected
L14250,143,undirected
L13172,143,undirected
L7683,143,undirected
L14251,143,undirected
L14252,143,undirected
L14253,143,undirected
L2152,143,undirected
L2034,143,undirected
L546,143,undirected
L14254,143,undirected
L14255,143,undirected
L4,143,undirected
L786,143,undirected
L14256,143,undirected
L14257,143,undirected
L14258,143,undirected
L6446,143,undirected
L14259,143,undirected
L14260,143,undirected
L14261,143,undirected
L14262,143,undirected
L14263,143,undirected
L14264,143,undirected
L14265,143,undirected
L14266,143,undirected
L14267,143,undirected
L3986,143,undirected
L191,143,undirected
L14268,143,undirected
L9657,143,undirected
L3141,143,undirected
L3685,143,undirected
L9228,143,undirected
L8770,143,undirected
L3110,143,undirected
L14269,143,undirected
L14270,143,undirected
L14271,143,undirected
L3859,143,undirected
L14272,143,undirected
L14273,143,undirected
L14274,143,undirected
L4452,143,undirected
L14275,143,undirected
L14276,143,undirected
L3865,143,undirected
L5038,143,undirected
L14277,143,undirected
L80,143,undirected
L23,143,undirected
L349,143,undirected
L14278,143,undirected
L355,143,undirected
L2287,143,undirected
L347,143,undirected
L370,143,undirected
L1002,143,undirected
L101,143,undirected
L155,143,undirected
L348,143,undirected
L3809,143,undirected
L7133,143,undirected
L170,143,undirected
L2180,143,undirected
L1224,143,undirected
L12810,143,undirected
L14279,143,undirected
L14280,143,undirected
L138,143,undirected
L14281,143,undirected
L14282,143,undirected
L14283,143,undirected
L7566,143,undirected
L14284,143,undirected
L579,143,undirected
L14285,143,undirected
L7681,143,undirected
L14286,143,undirected
L595,143,undirected
L14287,143,undirected
L9516,143,undirected
L7238,143,undirected
L1250,143,undirected
L2511,143,undirected
L14288,143,undirected
L14289,143,undirected
L11511,143,undirected
L14290,143,undirected
L14291,143,undirected
L14292,143,undirected
L14293,143,undirected
L14294,143,undirected
L602,143,undirected
L5921,143,undirected
L14295,143,undirected
L14296,143,undirected
L12891,143,undirected
L14297,143,undirected
L14298,143,undirected
L6420,143,undirected
L360,143,undirected
L358,143,undirected
L359,143,undirected
L11564,143,undirected
L2116,143,undirected
L4546,143,undirected
L14299,143,undirected
L631,143,undirected
L540,143,undirected
L10277,143,undirected
L14300,143,undirected
L14301,143,undirected
L14302,143,undirected
L14303,143,undirected
L14304,143,undirected
L14305,143,undirected
L14306,143,undirected
L14307,143,undirected
L14308,143,undirected
L14309,143,undirected
L14310,143,undirected
L14311,143,undirected
L9753,143,undirected
L14312,143,undirected
L6681,143,undirected
L14313,143,undirected
L14314,143,undirected
L14315,143,undirected
L14316,143,undirected
L5888,143,undirected
L14317,143,undirected
L14318,143,undirected
L14319,143,undirected
L4611,143,undirected
L14320,143,undirected
L5419,143,undirected
L14321,143,undirected
L482,143,undirected
L14322,143,undirected
L14323,143,undirected
L356,143,undirected
L14324,143,undirected
L14325,143,undirected
L679,143,undirected
L14326,143,undirected
L14327,143,undirected
L14328,143,undirected
L14329,143,undirected
L14330,143,undirected
L14331,143,undirected
L8359,143,undirected
L14332,143,undirected
L14333,143,undirected
L11969,143,undirected
L14334,143,undirected
L14335,143,undirected
L14336,143,undirected
L14337,143,undirected
L14338,143,undirected
L14339,143,undirected
L14340,143,undirected
L14341,143,undirected
L14342,143,undirected
L14343,143,undirected
L3359,143,undirected
L14344,143,undirected
L14345,143,undirected
L14346,143,undirected
L14347,143,undirected
L14348,143,undirected
L9613,143,undirected
L14349,143,undirected
L2721,143,undirected
L14350,143,undirected
L7568,143,undirected
L14351,143,undirected
L6419,143,undirected
L14352,143,undirected
L14353,143,undirected
L30,143,undirected
L14354,143,undirected
L7637,143,undirected
L14355,143,undirected
L6490,143,undirected
L14356,143,undirected
L11319,143,undirected
L14357,143,undirected
L596,143,undirected
L14358,143,undirected
L14359,143,undirected
L6467,143,undirected
L14360,143,undirected
L14361,143,undirected
L14362,143,undirected
L14363,143,undirected
L14364,143,undirected
L14365,143,undirected
L14366,143,undirected
L14367,143,undirected
L14368,143,undirected
L6510,143,undirected
L2207,143,undirected
L9780,143,undirected
L14369,143,undirected
L14370,143,undirected
L14371,143,undirected
L14372,143,undirected
L8239,143,undirected
L14373,143,undirected
L26,143,undirected
L14374,143,undirected
L4632,143,undirected
L14375,143,undirected
L14376,143,undirected
L11226,143,undirected
L14377,143,undirected
L14378,143,undirected
L10395,143,undirected
L6003,143,undirected
L10437,143,undirected
L14379,143,undirected
L14380,143,undirected
L14381,143,undirected
L9978,143,undirected
L14382,143,undirected
L14383,143,undirected
L14384,143,undirected
L4725,143,undirected
L12122,143,undirected
L14385,143,undirected
L14386,143,undirected
L14387,143,undirected
L14388,143,undirected
L3321,143,undirected
L14389,143,undirected
L14390,143,undirected
L14391,143,undirected
L14392,143,undirected
L331,143,undirected
L14393,143,undirected
L14394,143,undirected
L14395,143,undirected
L14396,143,undirected
L14397,143,undirected
L14398,143,undirected
L14399,143,undirected
L598,143,undirected
L14400,143,undirected
L14401,143,undirected
L3612,143,undirected
L14402,143,undirected
L11440,143,undirected
L14403,143,undirected
L14404,143,undirected
L14405,143,undirected
L14406,143,undirected
L14407,143,undirected
L14408,143,undirected
L2210,143,undirected
L14409,143,undirected
L983,143,undirected
L783,143,undirected
L14410,143,undirected
L14411,143,undirected
L14412,143,undirected
L14413,143,undirected
L14414,143,undirected
L14415,143,undirected
L14416,143,undirected
L5026,143,undirected
L14417,143,undirected
L14418,143,undirected
L14419,143,undirected
L625,143,undirected
L14420,143,undirected
L14421,143,undirected
L14422,143,undirected
L14423,143,undirected
L3281,143,undirected
L4548,143,undirected
L14424,143,undirected
L3075,143,undirected
L14425,143,undirected
L14426,143,undirected
L14427,143,undirected
L14428,143,undirected
L14429,143,undirected
L1823,143,undirected
L14430,143,undirected
L14431,143,undirected
L14432,143,undirected
L14433,143,undirected
L14434,143,undirected
L14435,143,undirected
L14436,143,undirected
L14437,143,undirected
L14438,143,undirected
L14439,143,undirected
L14440,143,undirected
L6256,143,undirected
L14441,143,undirected
L14442,143,undirected
L14443,143,undirected
L14444,143,undirected
L14445,143,undirected
L14446,143,undirected
L8633,143,undirected
L6395,143,undirected
L6220,143,undirected
L11717,143,undirected
L9754,143,undirected
L12847,143,undirected
L6182,143,undirected
L14447,143,undirected
L14448,143,undirected
L14449,143,undirected
L14450,143,undirected
L14451,143,undirected
L14452,143,undirected
L14453,143,undirected
L3395,143,undirected
L25,143,undirected
L14454,143,undirected
L6214,143,undirected
L14455,143,undirected
L4495,143,undirected
L14456,143,undirected
L14457,143,undirected
L14458,143,undirected
L14459,143,undirected
L14460,143,undirected
L14461,143,undirected
L14462,143,undirected
L14463,143,undirected
L2477,143,undirected
L14464,143,undirected
L14465,143,undirected
L14466,143,undirected
L21,143,undirected
L14467,143,undirected
L14468,143,undirected
L6668,143,undirected
L3090,143,undirected
L14469,143,undirected
L14470,143,undirected
L72,143,undirected
L11581,143,undirected
L3974,143,undirected
L4545,143,undirected
L8358,143,undirected
L14471,143,undirected
L7299,143,undirected
L14472,143,undirected
L2015,143,undirected
L14473,143,undirected
L14474,143,undirected
L14475,143,undirected
L14476,143,undirected
L4014,143,undirected
L14477,143,undirected
L619,143,undirected
L8942,143,undirected
L6004,143,undirected
L607,143,undirected
L14478,143,undirected
L14479,143,undirected
L14480,143,undirected
L14481,143,undirected
L8172,143,undirected
L14482,143,undirected
L14483,143,undirected
L14484,143,undirected
L1217,143,undirected
L14485,143,undirected
L14486,143,undirected
L2781,143,undirected
L3559,143,undirected
L14487,143,undirected
L585,143,undirected
L2530,143,undirected
L5583,143,undirected
L5558,143,undirected
L14488,143,undirected
L14489,143,undirected
L14490,143,undirected
L14491,143,undirected
L14492,143,undirected
L14493,143,undirected
L616,143,undirected
L537,143,undirected
L14494,143,undirected
L14495,143,undirected
L14496,143,undirected
L3933,143,undirected
L14497,143,undirected
L2388,143,undirected
L8116,143,undirected
L14498,143,undirected
L10636,143,undirected
L14499,143,undirected
L14500,143,undirected
L14501,143,undirected
L14502,143,undirected
L14503,143,undirected
L14504,143,undirected
L14505,143,undirected
L14506,143,undirected
L4547,143,undirected
L14507,143,undirected
L14508,143,undirected
L3123,143,undirected
L14509,143,undirected
L2934,143,undirected
L1872,143,undirected
L14510,143,undirected
L14511,143,undirected
L14512,143,undirected
L14513,143,undirected
L12465,143,undirected
L14514,143,undirected
L14515,143,undirected
L14516,143,undirected
L5454,143,undirected
L14517,143,undirected
L14518,143,undirected
L14519,143,undirected
L1110,143,undirected
L14520,143,undirected
L14521,143,undirected
L14522,143,undirected
L14523,143,undirected
L14524,143,undirected
L3668,143,undirected
L14525,143,undirected
L14526,143,undirected
L8008,143,undirected
L14527,143,undirected
L6208,143,undirected
L5968,143,undirected
L10467,143,undirected
L14528,143,undirected
L5264,143,undirected
L4646,143,undirected
L6606,143,undirected
L11467,143,undirected
L4672,143,undirected
L14529,143,undirected
L14530,143,undirected
L14531,143,undirected
L14532,143,undirected
L364,143,undirected
L14533,143,undirected
L14534,143,undirected
L5959,143,undirected
L156,143,undirected
L8160,143,undirected
L14535,143,undirected
L14536,143,undirected
L14537,143,undirected
L14538,143,undirected
L14539,143,undirected
L14540,143,undirected
L12452,143,undirected
L14541,143,undirected
L14542,143,undirected
L14543,143,undirected
L14544,143,undirected
L14545,143,undirected
L14546,143,undirected
L74,143,undirected
L78,143,undirected
L8351,143,undirected
L10421,143,undirected
L14547,143,undirected
L5987,143,undirected
L14548,143,undirected
L11861,143,undirected
L14549,143,undirected
L14550,143,undirected
L14551,143,undirected
L9688,143,undirected
L9686,143,undirected
L14552,143,undirected
L3441,143,undirected
L8158,143,undirected
L8390,143,undirected
L14553,143,undirected
L9689,143,undirected
L14554,143,undirected
L14555,143,undirected
L5252,143,undirected
L14556,143,undirected
L14557,143,undirected
L14558,143,undirected
L14559,143,undirected
L14560,143,undirected
L14561,143,undirected
L357,143,undirected
L14562,143,undirected
L9734,143,undirected
L709,143,undirected
L14563,143,undirected
L629,143,undirected
L14564,143,undirected
L990,143,undirected
L14565,143,undirected
L14566,143,undirected
L14567,143,undirected
L14568,143,undirected
L14569,143,undirected
L14570,143,undirected
L14571,143,undirected
L5559,143,undirected
L166,143,undirected
L613,143,undirected
L626,143,undirected
L14572,143,undirected
L5999,143,undirected
L14573,143,undirected
L5946,143,undirected
L6084,143,undirected
L641,143,undirected
L258,143,undirected
L10313,143,undirected
L157,143,undirected
L14574,143,undirected
L5255,143,undirected
L14575,143,undirected
L4657,143,undirected
L14576,143,undirected
L14577,143,undirected
L14578,143,undirected
L14579,143,undirected
L14580,143,undirected
L14581,143,undirected
L14582,143,undirected
L10291,143,undirected
L14583,143,undirected
L14584,143,undirected
L14585,143,undirected
L14586,143,undirected
L14587,143,undirected
L14588,143,undirected
L14589,143,undirected
L14590,143,undirected
L14591,143,undirected
L14592,143,undirected
L4012,143,undirected
L14593,143,undirected
L12502,143,undirected
L14594,143,undirected
L14595,143,undirected
L14596,143,undirected
L71,143,undirected
L11580,143,undirected
L14597,143,undirected
L1904,143,undirected
L14598,143,undirected
L7658,143,undirected
L14599,143,undirected
L14600,143,undirected
L14601,143,undirected
L14602,143,undirected
L14603,143,undirected
L14604,143,undirected
L14605,143,undirected
L14606,143,undirected
L14607,143,undirected
L14608,143,undirected
L14609,143,undirected
L14610,143,undirected
L340,143,undirected
L9273,143,undirected
L14611,143,undirected
L14612,143,undirected
L1295,143,undirected
L14613,143,undirected
L14614,143,undirected
L3579,143,undirected
L14615,143,undirected
L14616,143,undirected
L12147,143,undirected
L14617,143,undirected
L14618,143,undirected
L14619,143,undirected
L361,143,undirected
L14620,143,undirected
L14621,143,undirected
L14622,143,undirected
L2498,143,undirected
L2237,143,undirected
L14623,143,undirected
L3694,143,undirected
L14624,143,undirected
L14625,143,undirected
L14626,143,undirected
L14627,143,undirected
L14628,143,undirected
L105,143,undirected
L3968,143,undirected
L14629,143,undirected
L14630,143,undirected
L2882,143,undirected
L14631,143,undirected
L7860,143,undirected
L7215,143,undirected
L14632,143,undirected
L14633,143,undirected
L10206,143,undirected
L14634,143,undirected
L14635,143,undirected
L5125,143,undirected
L3303,143,undirected
L14636,143,undirected
L9983,143,undirected
L14637,143,undirected
L14638,143,undirected
L14639,143,undirected
L14640,143,undirected
L727,143,undirected
L5817,143,undirected
L2546,143,undirected
L2242,143,undirected
L14641,143,undirected
L646,143,undirected
L14642,143,undirected
L8402,143,undirected
L14643,143,undirected
L14644,143,undirected
L14645,143,undirected
L14646,143,undirected
L2685,143,undirected
L14647,143,undirected
L14648,143,undirected
L14649,143,undirected
L14650,143,undirected
L14651,143,undirected
L7253,143,undirected
L14652,143,undirected
L14653,143,undirected
L12036,143,undirected
L6014,143,undirected
L14654,143,undirected
L14655,143,undirected
L8030,143,undirected
L10382,143,undirected
L14656,143,undirected
