Source,Target,Type
L9811,182,undirected
L2540,182,undirected
L3231,182,undirected
L10462,182,undirected
L10541,182,undirected
L9934,182,undirected
L1626,182,undirected
L18587,182,undirected
L340,182,undirected
L18588,182,undirected
L5709,182,undirected
L5705,182,undirected
L10436,182,undirected
L10604,182,undirected
L16976,182,undirected
L3163,182,undirected
L18589,182,undirected
L386,182,undirected
L265,182,undirected
L263,182,undirected
L280,182,undirected
L18590,183,undirected
L4933,183,undirected
L6189,183,undirected
L3183,183,undirected
L161,183,undirected
L8682,183,undirected
L2681,183,undirected
L1703,183,undirected
L6259,183,undirected
L12541,183,undirected
L1827,183,undirected
L18020,183,undirected
L12521,183,undirected
L8677,183,undirected
L18591,183,undirected
L18592,183,undirected
L502,183,undirected
L18593,183,undirected
L17429,183,undirected
L18594,183,undirected
L18595,183,undirected
L17443,183,undirected
L5673,183,undirected
L6169,183,undirected
L18596,183,undirected
L17437,183,undirected
L18018,183,undirected
L18597,183,undirected
L2974,183,undirected
L18598,183,undirected
L18599,183,undirected
L18600,183,undirected
L1099,183,undirected
L18601,183,undirected
L18602,183,undirected
L5098,183,undirected
L3452,183,undirected
L18603,183,undirected
L827,183,undirected
L15982,183,undirected
L3348,183,undirected
L8972,183,undirected
L18604,183,undirected
L5341,183,undirected
L18291,183,undirected
L18605,183,undirected
L18606,183,undirected
L1647,183,undirected
L18607,183,undirected
L1717,183,undirected
L8649,183,undirected
L3475,183,undirected
L18608,183,undirected
L18609,183,undirected
L18610,183,undirected
L129,183,undirected
L18611,183,undirected
L11134,183,undirected
L18612,183,undirected
L8175,183,undirected
L18613,183,undirected
L18614,183,undirected
L18615,183,undirected
L5074,183,undirected
L15175,183,undirected
L18616,183,undirected
L18617,183,undirected
L8535,183,undirected
L18618,183,undirected
L18619,183,undirected
L15152,183,undirected
L4826,183,undirected
L2700,183,undirected
L1998,183,undirected
L18620,183,undirected
L18621,183,undirected
L1097,183,undirected
L15606,183,undirected
L1010,183,undirected
L17439,183,undirected
L16019,183,undirected
L10121,183,undirected
L18622,183,undirected
L6192,183,undirected
L9550,183,undirected
L18623,183,undirected
L3497,183,undirected
L2359,183,undirected
L1157,183,undirected
L12551,183,undirected
L18624,183,undirected
L18625,183,undirected
L3757,183,undirected
L4522,183,undirected
L3250,183,undirected
L1660,183,undirected
L18626,183,undirected
L18627,183,undirected
L9131,183,undirected
L18628,183,undirected
L3013,183,undirected
L27,183,undirected
L3605,183,undirected
L64,183,undirected
L3630,183,undirected
L18629,183,undirected
L18630,183,undirected
L18631,183,undirected
L10027,183,undirected
L18632,183,undirected
L18633,183,undirected
L3860,183,undirected
L18634,183,undirected
L18635,183,undirected
L16004,183,undirected
L18636,183,undirected
L18637,183,undirected
L18638,183,undirected
L13461,183,undirected
L167,183,undirected
L1049,183,undirected
L545,183,undirected
L9129,183,undirected
L3505,183,undirected
L175,183,undirected
L203,183,undirected
L18639,183,undirected
L18640,183,undirected
L1636,183,undirected
L3468,183,undirected
L18641,183,undirected
L1152,183,undirected
L3267,183,undirected
L3173,183,undirected
L197,183,undirected
L291,183,undirected
L18642,183,undirected
L18643,183,undirected
L18644,183,undirected
L18645,183,undirected
L18646,183,undirected
L18647,183,undirected
L18648,183,undirected
L18649,183,undirected
L5912,183,undirected
L18650,183,undirected
L153,183,undirected
L3679,183,undirected
L558,183,undirected
L504,183,undirected
L18651,183,undirected
L13457,183,undirected
L18652,183,undirected
L180,183,undirected
L18653,183,undirected
L7142,183,undirected
L293,183,undirected
L539,183,undirected
L8406,183,undirected
L18654,183,undirected
L18655,183,undirected
L102,183,undirected
L3566,183,undirected
L7586,183,undirected
L18656,183,undirected
L9510,183,undirected
L18657,183,undirected
L997,183,undirected
L18658,183,undirected
L3739,183,undirected
L13728,183,undirected
L17465,183,undirected
L3708,183,undirected
L694,183,undirected
L18659,183,undirected
L2538,183,undirected
L913,183,undirected
L5256,183,undirected
L18660,183,undirected
L18661,183,undirected
L13278,183,undirected
L3677,183,undirected
L6391,183,undirected
L6384,183,undirected
L14155,183,undirected
L18662,183,undirected
L12695,183,undirected
L3824,183,undirected
L11950,183,undirected
L18663,183,undirected
L3097,183,undirected
L12546,183,undirected
L13531,183,undirected
L2320,183,undirected
L18664,183,undirected
L6443,183,undirected
L12727,183,undirected
L18665,183,undirected
L18666,183,undirected
L18667,183,undirected
L4798,183,undirected
L49,183,undirected
L11181,183,undirected
L51,183,undirected
L8770,183,undirected
L862,183,undirected
L18668,183,undirected
L12756,183,undirected
L530,183,undirected
L5726,183,undirected
L1586,183,undirected
L18669,183,undirected
L3828,183,undirected
L3654,183,undirected
L18670,183,undirected
L18671,183,undirected
L4903,183,undirected
L18672,183,undirected
L18673,183,undirected
L18674,183,undirected
L13714,183,undirected
L524,183,undirected
L5094,183,undirected
L18675,183,undirected
L785,183,undirected
L12578,183,undirected
L367,183,undirected
L3184,183,undirected
L18676,183,undirected
L18677,183,undirected
L10163,183,undirected
L880,183,undirected
L18678,183,undirected
L18679,183,undirected
L18680,183,undirected
L4500,183,undirected
L15356,183,undirected
L4999,183,undirected
L18681,183,undirected
L18682,183,undirected
L8132,183,undirected
L18683,183,undirected
L18684,183,undirected
L17503,183,undirected
L18685,183,undirected
L13277,183,undirected
L18686,183,undirected
L18687,183,undirected
L8095,183,undirected
L18688,183,undirected
L18689,183,undirected
L13826,183,undirected
L18690,183,undirected
L1134,183,undirected
L18691,183,undirected
L1168,183,undirected
L17976,183,undirected
L8762,183,undirected
L3335,183,undirected
L18692,183,undirected
L5360,183,undirected
L18693,183,undirected
L18694,183,undirected
L5813,183,undirected
L18695,183,undirected
L18696,183,undirected
L18697,183,undirected
L3797,183,undirected
L18698,183,undirected
L6383,183,undirected
L18699,183,undirected
L18700,183,undirected
L18701,183,undirected
L18702,183,undirected
L12553,183,undirected
L1174,183,undirected
L2066,183,undirected
L3488,183,undirected
L82,183,undirected
L18703,183,undirected
L18704,183,undirected
L1826,183,undirected
L938,183,undirected
L18705,183,undirected
L18706,183,undirected
L18707,183,undirected
L4406,183,undirected
L18708,183,undirected
L1120,183,undirected
L6204,183,undirected
L366,183,undirected
L1609,183,undirected
L1182,183,undirected
L2905,183,undirected
L18709,183,undirected
L11829,183,undirected
L18710,183,undirected
L3080,183,undirected
L18711,183,undirected
L18712,183,undirected
L11033,183,undirected
L5347,183,undirected
L16036,183,undirected
L334,183,undirected
L8676,183,undirected
L2651,183,undirected
L17484,183,undirected
L18713,183,undirected
L10159,183,undirected
L18714,183,undirected
L18715,183,undirected
L18716,183,undirected
L18717,183,undirected
L18718,183,undirected
L7843,183,undirected
L18719,183,undirected
L18720,183,undirected
L3820,183,undirected
L18433,183,undirected
L12544,183,undirected
L976,183,undirected
L13052,183,undirected
L11860,183,undirected
L5763,183,undirected
L17424,183,undirected
L18721,183,undirected
L18722,183,undirected
L6439,183,undirected
L18723,183,undirected
L441,183,undirected
L18493,183,undirected
L3495,183,undirected
L1685,183,undirected
L18724,183,undirected
L13281,183,undirected
L8470,183,undirected
L1000,183,undirected
L6382,183,undirected
L18725,183,undirected
L5747,183,undirected
L18726,183,undirected
L18727,183,undirected
L18728,183,undirected
L15545,183,undirected
L18729,183,undirected
L18730,183,undirected
L10307,183,undirected
L1792,183,undirected
L313,183,undirected
L18731,183,undirected
L3758,183,undirected
L18732,183,undirected
L4480,183,undirected
L3343,183,undirected
L18733,183,undirected
L3246,183,undirected
L3886,183,undirected
L18734,183,undirected
L786,183,undirected
L18735,183,undirected
L1851,183,undirected
L9107,183,undirected
L10207,183,undirected
L3747,183,undirected
L18736,183,undirected
L3646,183,undirected
L18737,183,undirected
L18738,183,undirected
L18739,183,undirected
L18740,183,undirected
L9515,183,undirected
L13914,183,undirected
L17559,183,undirected
L4109,183,undirected
L18741,183,undirected
L1170,183,undirected
L1837,183,undirected
L2103,183,undirected
L18742,183,undirected
L18743,183,undirected
L844,183,undirected
L18744,183,undirected
L18745,183,undirected
L18746,183,undirected
L543,183,undirected
L18747,183,undirected
L8823,183,undirected
L65,183,undirected
L6380,183,undirected
L8699,183,undirected
L4053,183,undirected
L3853,183,undirected
L18748,183,undirected
L18749,183,undirected
L18750,183,undirected
L18751,183,undirected
L13790,183,undirected
L18752,183,undirected
L13911,183,undirected
L14193,183,undirected
L18753,183,undirected
L18754,183,undirected
L18755,183,undirected
L18756,183,undirected
L3617,183,undirected
L10116,183,undirected
L9482,183,undirected
L325,183,undirected
L18438,183,undirected
L18757,183,undirected
L18758,183,undirected
L2691,183,undirected
L8260,183,undirected
L10085,183,undirected
L1358,183,undirected
L11167,183,undirected
L13850,183,undirected
L3484,183,undirected
L12292,183,undirected
L18759,183,undirected
L18760,183,undirected
L5526,183,undirected
L18761,183,undirected
L2175,183,undirected
L9427,183,undirected
L3835,183,undirected
L18762,183,undirected
L13349,183,undirected
L7256,183,undirected
L10403,183,undirected
L2484,183,undirected
L18314,183,undirected
L17497,183,undirected
L3512,183,undirected
L18763,183,undirected
L12407,183,undirected
L1193,183,undirected
L808,183,undirected
L551,183,undirected
L18764,183,undirected
L18765,183,undirected
L547,183,undirected
L18766,183,undirected
L9185,183,undirected
L1671,183,undirected
L18767,183,undirected
L18768,183,undirected
L2482,183,undirected
L2639,183,undirected
L18769,183,undirected
L18770,183,undirected
L18771,183,undirected
L18772,183,undirected
L553,183,undirected
L18773,183,undirected
L8193,183,undirected
L3827,183,undirected
L1101,183,undirected
L2845,183,undirected
L18774,183,undirected
L18775,183,undirected
L5271,183,undirected
L224,183,undirected
L2972,183,undirected
L12313,183,undirected
L519,183,undirected
L18776,183,undirected
L1194,183,undirected
L2422,183,undirected
L12771,183,undirected
L1835,183,undirected
L8810,183,undirected
L18777,183,undirected
L9075,183,undirected
L18778,183,undirected
L344,183,undirected
L9228,183,undirected
L11046,183,undirected
L5832,183,undirected
L18779,183,undirected
L18780,183,undirected
L1995,183,undirected
L18781,183,undirected
L12782,183,undirected
L18782,183,undirected
L18783,183,undirected
L661,183,undirected
L2371,183,undirected
L1618,183,undirected
L5335,183,undirected
L6225,183,undirected
L18784,183,undirected
L1809,183,undirected
L18785,183,undirected
L18786,183,undirected
L18787,183,undirected
L2939,183,undirected
L7293,183,undirected
L312,183,undirected
L18503,183,undirected
L18788,183,undirected
L1807,183,undirected
L8789,183,undirected
L2311,183,undirected
L9230,183,undirected
L564,183,undirected
L18789,183,undirected
L18790,183,undirected
L12600,183,undirected
L5336,183,undirected
L4550,183,undirected
L18791,183,undirected
L9690,183,undirected
L3891,183,undirected
L10529,183,undirected
L18792,183,undirected
L18793,183,undirected
L1624,183,undirected
L581,183,undirected
L18794,183,undirected
L5470,183,undirected
L18795,183,undirected
L15556,183,undirected
L18796,183,undirected
L1131,183,undirected
L5255,183,undirected
L5862,183,undirected
L5252,183,undirected
L13919,183,undirected
L204,183,undirected
L18797,183,undirected
L8442,183,undirected
L18798,183,undirected
L2242,183,undirected
L11036,183,undirected
L18799,183,undirected
L4626,183,undirected
L1388,183,undirected
L18800,183,undirected
L18801,183,undirected
L1933,183,undirected
L573,183,undirected
L1391,183,undirected
L2706,183,undirected
L18802,183,undirected
L4011,183,undirected
L1746,183,undirected
L1737,183,undirected
L12391,183,undirected
L11953,183,undirected
L18803,183,undirected
L3636,183,undirected
L4541,183,undirected
L2455,183,undirected
L2752,183,undirected
L18804,183,undirected
L18558,183,undirected
L6000,183,undirected
L18805,183,undirected
L6449,183,undirected
L18806,183,undirected
L18807,183,undirected
L3085,183,undirected
L1729,183,undirected
L18808,183,undirected
L10437,183,undirected
L3746,183,undirected
L16662,183,undirected
L18809,183,undirected
L17515,183,undirected
L2511,183,undirected
L18810,183,undirected
L18811,183,undirected
L18812,183,undirected
L18813,183,undirected
L18814,183,undirected
L13576,183,undirected
L1691,183,undirected
L14018,183,undirected
L2935,183,undirected
L18815,183,undirected
L9973,183,undirected
L16156,183,undirected
L4447,183,undirected
L18816,183,undirected
L1704,183,undirected
L3852,183,undirected
L2423,183,undirected
L18817,183,undirected
L11199,183,undirected
L3792,183,undirected
L18818,183,undirected
L1934,183,undirected
L3264,183,undirected
L4074,183,undirected
L2683,183,undirected
L16073,183,undirected
L18819,183,undirected
L18820,183,undirected
L546,183,undirected
L1188,183,undirected
L15382,183,undirected
L7665,183,undirected
L5006,183,undirected
L18821,183,undirected
L515,183,undirected
L1960,183,undirected
L580,183,undirected
L18822,183,undirected
L18823,183,undirected
L18824,183,undirected
L80,183,undirected
L79,183,undirected
L16274,183,undirected
L18825,183,undirected
L18826,183,undirected
L18827,183,undirected
L18828,183,undirected
L74,183,undirected
L11451,183,undirected
L3682,183,undirected
L18829,183,undirected
L1653,183,undirected
L311,183,undirected
L10327,183,undirected
L18830,183,undirected
L360,183,undirected
L17881,183,undirected
L18831,183,undirected
L10190,183,undirected
L18832,183,undirected
L18833,183,undirected
L18834,183,undirected
L18835,183,undirected
L17528,183,undirected
L15478,183,undirected
L16243,183,undirected
L18836,183,undirected
L2158,183,undirected
L2203,183,undirected
L18837,183,undirected
L18838,183,undirected
L18839,183,undirected
L10216,183,undirected
L18840,183,undirected
L18841,183,undirected
L18842,183,undirected
L18843,183,undirected
L18844,183,undirected
L10721,183,undirected
L5467,183,undirected
L1221,183,undirected
L9698,183,undirected
L12812,183,undirected
L2776,183,undirected
L18845,183,undirected
L1086,183,undirected
L5390,183,undirected
L1234,183,undirected
L584,183,undirected
L18846,183,undirected
L18847,183,undirected
L18848,183,undirected
L6242,183,undirected
L3017,183,undirected
L1165,183,undirected
L8294,183,undirected
L1747,183,undirected
L5104,183,undirected
L9694,183,undirected
L1137,183,undirected
L1939,183,undirected
L550,183,undirected
L5401,183,undirected
L8701,183,undirected
L18849,183,undirected
L9693,183,undirected
L8651,183,undirected
L17441,183,undirected
L12022,183,undirected
L2504,183,undirected
L338,183,undirected
L16092,183,undirected
L7924,183,undirected
L18850,183,undirected
L2900,183,undirected
L2505,183,undirected
L2884,183,undirected
L5122,183,undirected
L1230,183,undirected
L18851,183,undirected
L18852,183,undirected
L18853,183,undirected
L18854,183,undirected
L18855,183,undirected
L5476,183,undirected
L17928,183,undirected
L7141,183,undirected
L18856,183,undirected
L77,183,undirected
L18857,183,undirected
L18858,183,undirected
L18859,183,undirected
L2902,183,undirected
L18860,183,undirected
L1801,183,undirected
L10226,183,undirected
L2415,183,undirected
L18861,183,undirected
L2081,183,undirected
L18862,183,undirected
L18863,183,undirected
L8306,183,undirected
L1756,183,undirected
L3943,183,undirected
L12796,183,undirected
L18864,183,undirected
L18865,183,undirected
L18866,183,undirected
L4391,183,undirected
L12050,183,undirected
L18867,183,undirected
L571,183,undirected
L18868,183,undirected
L18869,183,undirected
L8214,183,undirected
L18870,183,undirected
L18871,183,undirected
L1077,183,undirected
L18872,183,undirected
L12049,183,undirected
L18873,183,undirected
L2524,183,undirected
L4836,183,undirected
L5678,183,undirected
L18874,183,undirected
L18875,183,undirected
L7683,183,undirected
L18876,183,undirected
L343,183,undirected
L5679,183,undirected
L18877,183,undirected
L355,183,undirected
L1200,183,undirected
L3944,183,undirected
L2718,183,undirected
L10689,183,undirected
L11436,183,undirected
L18878,183,undirected
L5930,183,undirected
L9657,183,undirected
L3935,183,undirected
L18879,183,undirected
L5671,183,undirected
L1231,183,undirected
L350,183,undirected
L18880,183,undirected
L18881,183,undirected
L18882,183,undirected
L3693,183,undirected
L15582,183,undirected
L18883,183,undirected
L18884,183,undirected
L3965,183,undirected
L18885,183,undirected
L18886,183,undirected
L1946,183,undirected
L14049,183,undirected
L3120,183,undirected
L16520,183,undirected
L3361,183,undirected
L2947,183,undirected
L11,183,undirected
L4774,183,undirected
L17638,183,undirected
L18887,183,undirected
L18888,183,undirected
L591,183,undirected
L1909,183,undirected
L18889,183,undirected
L1608,183,undirected
L18890,183,undirected
L18891,183,undirected
L482,183,undirected
L18892,183,undirected
L6084,183,undirected
L18893,183,undirected
L18894,183,undirected
L3849,183,undirected
L3681,183,undirected
L2501,183,undirected
L18895,183,undirected
L18896,183,undirected
L9674,183,undirected
L3989,183,undirected
L18897,183,undirected
L10180,183,undirected
L18898,183,undirected
L13093,183,undirected
L2591,183,undirected
L2513,183,undirected
L5404,183,undirected
L18899,183,undirected
L4052,183,undirected
L18900,183,undirected
L11506,183,undirected
L2574,183,undirected
L10249,183,undirected
L4820,183,undirected
L18901,183,undirected
L1938,183,undirected
L5413,183,undirected
L5330,183,undirected
L6412,183,undirected
L11164,183,undirected
L18902,183,undirected
L595,183,undirected
L9259,183,undirected
L2495,183,undirected
L2487,183,undirected
L11091,183,undirected
L2207,183,undirected
L18903,183,undirected
L8328,183,undirected
L18904,183,undirected
L198,183,undirected
L18905,183,undirected
L18906,183,undirected
L5882,183,undirected
L18907,183,undirected
L12681,183,undirected
L9246,183,undirected
L18908,183,undirected
L1666,183,undirected
L3810,183,undirected
L2345,183,undirected
L17682,183,undirected
L8838,183,undirected
L2251,183,undirected
L9762,183,undirected
L10277,183,undirected
L18909,183,undirected
L18910,183,undirected
L7135,183,undirected
L10429,183,undirected
L18911,183,undirected
L18912,183,undirected
L4524,183,undirected
L18913,183,undirected
L18914,183,undirected
L597,183,undirected
L5363,183,undirected
L18915,183,undirected
L10839,183,undirected
L18916,183,undirected
L8830,183,undirected
L2289,183,undirected
L7869,183,undirected
L18917,183,undirected
L18918,183,undirected
L4611,183,undirected
L3534,183,undirected
L18919,183,undirected
L18920,183,undirected
L602,183,undirected
L5940,183,undirected
L18921,183,undirected
L18922,183,undirected
L17512,183,undirected
L12683,183,undirected
L768,183,undirected
L14860,183,undirected
L18923,183,undirected
L5419,183,undirected
L3968,183,undirected
L3977,183,undirected
L18924,183,undirected
L18925,183,undirected
L18926,183,undirected
L9668,183,undirected
L17523,183,undirected
L18927,183,undirected
L11447,183,undirected
L18928,183,undirected
L10828,183,undirected
L980,183,undirected
L1301,183,undirected
L18929,183,undirected
L9760,183,undirected
L18930,183,undirected
L18931,183,undirected
L1732,183,undirected
L18932,183,undirected
L18933,183,undirected
L17489,183,undirected
L12107,183,undirected
L2123,183,undirected
L18934,183,undirected
L18935,183,undirected
L18936,183,undirected
L5263,183,undirected
L18937,183,undirected
L7817,183,undirected
L18509,183,undirected
L3717,183,undirected
L18938,183,undirected
L18939,183,undirected
L17849,183,undirected
L1595,183,undirected
L9752,183,undirected
L1242,183,undirected
L9798,183,undirected
L14046,183,undirected
L18199,183,undirected
L3040,183,undirected
L11993,183,undirected
L18940,183,undirected
L18941,183,undirected
L601,183,undirected
L9974,183,undirected
L18942,183,undirected
L3351,183,undirected
L18943,183,undirected
L2876,183,undirected
L18944,183,undirected
L4672,183,undirected
L11467,183,undirected
L13688,183,undirected
L18042,183,undirected
L18945,183,undirected
L7948,183,undirected
L4762,183,undirected
L4021,183,undirected
L18946,183,undirected
L18947,183,undirected
L9581,183,undirected
L598,183,undirected
L10866,183,undirected
L18948,183,undirected
L8397,183,undirected
L3668,183,undirected
L15109,183,undirected
L17370,183,undirected
L18949,183,undirected
L5585,183,undirected
L11383,183,undirected
L2339,183,undirected
L3982,183,undirected
L18950,183,undirected
L8186,183,undirected
L18951,183,undirected
L2380,183,undirected
L3864,183,undirected
L18952,183,undirected
L18953,183,undirected
L356,183,undirected
L18954,183,undirected
L1668,183,undirected
L10868,183,undirected
L18955,183,undirected
L593,183,undirected
L18956,183,undirected
L3383,183,undirected
L101,183,undirected
L5282,183,undirected
L14602,183,undirected
L18957,183,undirected
L6489,183,undirected
L2183,183,undirected
L18958,183,undirected
L1617,183,undirected
L18959,183,undirected
L18960,183,undirected
L170,183,undirected
L10454,183,undirected
L3933,183,undirected
L2470,183,undirected
L5264,183,undirected
L6021,183,undirected
L348,183,undirected
L5867,183,undirected
L305,183,undirected
L5914,183,undirected
L4835,183,undirected
L10810,183,undirected
L18961,183,undirected
L3522,183,undirected
L18547,183,undirected
L2756,183,undirected
L1288,183,undirected
L9239,183,undirected
L5412,183,undirected
L18962,183,undirected
L5028,183,undirected
L18336,183,undirected
L1232,183,undirected
L1961,183,undirected
L14506,183,undirected
L9947,183,undirected
L9740,183,undirected
L12868,183,undirected
L17491,183,undirected
L11471,183,undirected
L3362,183,undirected
L8808,183,undirected
L960,183,undirected
L7593,183,undirected
L18963,183,undirected
L1222,183,undirected
L18964,183,undirected
L4667,183,undirected
L3709,183,undirected
L18965,183,undirected
L9518,183,undirected
L18966,183,undirected
L18967,183,undirected
L4725,183,undirected
L604,183,undirected
L18968,183,undirected
L18969,183,undirected
L18970,183,undirected
L13994,183,undirected
L8387,183,undirected
L18971,183,undirected
L1050,183,undirected
L6214,183,undirected
L8803,183,undirected
L18972,183,undirected
L8382,183,undirected
L12846,183,undirected
L12032,183,undirected
L2477,183,undirected
L4634,183,undirected
L4629,183,undirected
L2088,183,undirected
L10935,183,undirected
L18973,183,undirected
L18974,183,undirected
L9349,183,undirected
L7209,183,undirected
L18975,183,undirected
L12462,183,undirected
L1110,183,undirected
L8014,183,undirected
L2198,183,undirected
L465,183,undirected
L3726,183,undirected
L11481,183,undirected
L10289,183,undirected
L1233,183,undirected
L2927,183,undirected
L2515,183,undirected
L18976,183,undirected
L5998,183,undirected
L18977,183,undirected
L18978,183,undirected
L1034,183,undirected
L8027,183,undirected
L12757,183,undirected
L2411,183,undirected
L612,183,undirected
L18979,183,undirected
L416,183,undirected
L2003,183,undirected
L2988,183,undirected
L3615,183,undirected
L8041,183,undirected
L3462,183,undirected
L4594,183,undirected
L18980,183,undirected
L10840,183,undirected
L18981,183,undirected
L815,183,undirected
L14620,183,undirected
L18982,183,undirected
L700,183,undirected
L12965,183,undirected
L18983,183,undirected
L1810,183,undirected
L18984,183,undirected
L18985,183,undirected
L606,183,undirected
L18581,183,undirected
L18986,183,undirected
L16164,183,undirected
L11498,183,undirected
L18551,183,undirected
L18987,183,undirected
L3940,183,undirected
L8675,183,undirected
L1800,183,undirected
L14887,183,undirected
L4407,183,undirected
L3962,183,undirected
L9725,183,undirected
L18988,183,undirected
L2527,183,undirected
L18989,183,undirected
L1122,183,undirected
L1710,183,undirected
L957,183,undirected
L18990,183,undirected
L8437,183,undirected
L8765,183,undirected
L7147,183,undirected
L10364,183,undirected
L6041,183,undirected
L18991,183,undirected
L6262,183,undirected
L18992,183,undirected
L2899,183,undirected
L5495,183,undirected
L10439,183,undirected
L11510,183,undirected
L18993,183,undirected
L11509,183,undirected
L18994,183,undirected
L1448,183,undirected
L18995,183,undirected
L14916,183,undirected
L3033,183,undirected
L18996,183,undirected
L11921,183,undirected
L18997,183,undirected
L18998,183,undirected
L18999,183,undirected
L18187,183,undirected
L19000,183,undirected
L2248,183,undirected
L3231,183,undirected
L17841,183,undirected
L19001,183,undirected
L19002,183,undirected
L19003,183,undirected
L19004,183,undirected
L19005,183,undirected
L11480,183,undirected
L19006,183,undirected
L19007,183,undirected
L12055,183,undirected
L19008,183,undirected
L19009,183,undirected
L14910,183,undirected
L19010,183,undirected
L618,183,undirected
L19011,183,undirected
L19012,183,undirected
L19013,183,undirected
L6047,183,undirected
L12115,183,undirected
L12077,183,undirected
L4677,183,undirected
L2766,183,undirected
L1689,183,undirected
L7253,183,undirected
L11526,183,undirected
L19014,183,undirected
L8160,183,undirected
L8351,183,undirected
L19015,183,undirected
L19016,183,undirected
L10395,183,undirected
L11521,183,undirected
L19017,183,undirected
L4068,183,undirected
L2945,183,undirected
L19018,183,undirected
L12122,183,undirected
L19019,183,undirected
L19020,183,undirected
L19021,183,undirected
L6367,183,undirected
L19022,183,undirected
L9989,183,undirected
L19023,183,undirected
L14707,183,undirected
L19024,183,undirected
L19025,183,undirected
L19026,183,undirected
L3909,183,undirected
L3764,183,undirected
L19027,183,undirected
L19028,183,undirected
L8947,183,undirected
L13404,183,undirected
L71,183,undirected
L1161,183,undirected
L19029,183,undirected
L6570,183,undirected
L19030,183,undirected
L19031,183,undirected
L19032,183,undirected
L18235,183,undirected
L12210,183,undirected
L3381,183,undirected
L2514,183,undirected
L19033,183,undirected
L19034,183,undirected
L680,183,undirected
L585,183,undirected
L19035,183,undirected
L17842,183,undirected
L19036,183,undirected
L19037,183,undirected
L3289,183,undirected
L13482,183,undirected
L2934,183,undirected
L195,183,undirected
L19038,183,undirected
L19039,183,undirected
L19040,183,undirected
L14573,183,undirected
L1399,183,undirected
L72,183,undirected
L19041,183,undirected
L19042,183,undirected
L5608,183,undirected
L19043,183,undirected
L19044,183,undirected
L10765,183,undirected
L19045,183,undirected
L19046,183,undirected
L18229,183,undirected
L19047,183,undirected
L19048,183,undirected
L1004,183,undirected
L2507,183,undirected
L8284,183,undirected
L3698,183,undirected
L2394,183,undirected
L1904,183,undirected
L19049,183,undirected
L481,183,undirected
L6446,183,undirected
L2200,183,undirected
L19050,183,undirected
L15673,183,undirected
L2982,183,undirected
L19051,183,undirected
L8526,183,undirected
L11322,183,undirected
L151,183,undirected
L19052,183,undirected
L19053,183,undirected
L5901,183,undirected
L17535,183,undirected
L19054,183,undirected
L7751,183,undirected
L2938,183,undirected
L19055,183,undirected
L3305,183,undirected
L19056,183,undirected
L19057,183,undirected
L19058,183,undirected
L6040,183,undirected
L2740,183,undirected
L19059,183,undirected
L19060,183,undirected
L19061,183,undirected
L10388,183,undirected
L8309,183,undirected
L932,183,undirected
L12151,183,undirected
L19062,183,undirected
L19063,183,undirected
L10263,183,undirected
L8740,183,undirected
L19064,183,undirected
L19065,183,undirected
L9766,183,undirected
L5128,183,undirected
L19066,183,undirected
L8338,183,undirected
L1984,183,undirected
L19067,183,undirected
L1783,183,undirected
L625,183,undirected
L19068,183,undirected
L17525,183,undirected
L19069,183,undirected
L13654,183,undirected
L19070,183,undirected
L9190,183,undirected
L8557,183,undirected
L5356,183,undirected
L19071,183,undirected
L3090,183,undirected
L14888,183,undirected
L19072,183,undirected
L19073,183,undirected
L16403,183,undirected
L19074,183,undirected
L3190,183,undirected
L19075,183,undirected
L10282,183,undirected
L14654,183,undirected
L19076,183,undirected
L19077,183,undirected
L8171,183,undirected
L19078,183,undirected
L1583,183,undirected
L3,183,undirected
L19079,183,undirected
L1196,183,undirected
L19080,183,undirected
L3375,183,undirected
L19081,183,undirected
L2458,183,undirected
L1114,183,undirected
L19082,183,undirected
L19083,183,undirected
L2546,183,undirected
L19084,183,undirected
L19085,183,undirected
L19086,183,undirected
L6077,183,undirected
L19087,183,undirected
L19088,183,undirected
L7089,183,undirected
L5547,183,undirected
L2672,183,undirected
L19089,183,undirected
L9774,183,undirected
L17718,183,undirected
L8836,183,undirected
L11562,183,undirected
L19090,183,undirected
L5493,183,undirected
L633,183,undirected
L19091,183,undirected
L9986,183,undirected
L19092,183,undirected
L634,183,undirected
L19093,183,undirected
L636,183,undirected
L34,183,undirected
L925,183,undirected
L19094,183,undirected
L5856,183,undirected
L19095,183,undirected
L11263,183,undirected
L10852,183,undirected
L13168,183,undirected
L637,183,undirected
L19096,183,undirected
L19097,183,undirected
L19098,183,undirected
L19099,183,undirected
L19100,183,undirected
L19101,183,undirected
L19102,183,undirected
L19103,183,undirected
L9845,183,undirected
L638,183,undirected
L6281,183,undirected
L3279,183,undirected
L2236,183,undirected
L19104,183,undirected
L1437,183,undirected
L19105,183,undirected
L19106,183,undirected
L19107,183,undirected
L3409,183,undirected
L10297,183,undirected
L640,183,undirected
L9852,183,undirected
L5558,183,undirected
L686,183,undirected
L19108,183,undirected
L10854,183,undirected
L641,183,undirected
L9602,183,undirected
L12197,183,undirected
L19109,183,undirected
L19110,183,undirected
L5134,183,undirected
L1594,183,undirected
L5561,183,undirected
L19111,183,undirected
L9993,183,undirected
L8486,183,undirected
L645,183,undirected
L10,183,undirected
L19112,183,undirected
L19113,183,undirected
L19114,183,undirected
L17722,183,undirected
L3297,183,undirected
L3583,183,undirected
L6079,183,undirected
